eventid layer signal axis fiberid x/y z energy intensity time
457 0 WLS_Slow x 176 129.761 -154.844 111.153 35 2.75154
457 0 WLS_Slow x 177 131.771 -154.844 187.373 59 2.69457
457 0 WLS_Slow x 178 133.781 -154.844 231.834 73 2.69457
457 0 WLS_Slow x 179 135.791 -154.844 219.131 69 2.69457
457 0 WLS_Slow x 180 137.801 -154.844 117.505 37 2.69457
457 0 WLS_Slow y 88 -47.119 -154.844 3.17581 1 2.75154
457 0 WLS_Slow y 89 -45.109 -154.844 28.5823 9 2.75154
457 0 WLS_Slow y 90 -43.099 -154.844 38.1098 12 2.75154
457 0 WLS_Slow y 91 -41.089 -154.844 41.2856 13 2.75154
457 0 WLS_Slow y 92 -39.079 -154.844 28.5823 9 2.75154
457 0 WLS_Slow y 93 -37.069 -154.844 12.7033 4 2.75154
457 0 WLS_Slow y 97 -29.029 -154.844 22.2307 7 2.69457
457 0 WLS_Slow y 98 -27.019 -154.844 193.725 61 2.69457
457 0 WLS_Slow y 99 -25.009 -154.844 257.241 81 2.69457
457 0 WLS_Slow y 100 -22.999 -154.844 165.142 52 2.69457
457 0 Edge_Detector l 0 0 0 1676.98 1676.98 2.69457
457 3 WLS_Slow x 144 65.441 85.1561 12.7033 4 3.54334
457 3 WLS_Slow x 145 67.451 85.1561 12.7033 4 3.54334
457 3 WLS_Slow x 146 69.461 85.1561 41.2856 13 3.54334
457 3 WLS_Slow x 147 71.471 85.1561 25.4065 8 3.54334
457 3 WLS_Slow x 148 73.481 85.1561 28.5823 9 3.54334
457 3 WLS_Slow x 149 75.491 85.1561 9.52744 3 3.54334
457 3 WLS_Slow y 126 29.261 85.1561 22.2307 7 3.54334
457 3 WLS_Slow y 127 31.271 85.1561 66.6921 21 3.54334
457 3 Edge_Detector l 0 0 0 231.339 231.339 1.9042
462 -1 GUNout g 0 0 0 1314.44 0 0.483601093
462 1 Calorimeter l 0 0 0 46.186 46.186 2.88899
462 3 Calorimeter l 0 0 0 610.423 610.423 2.69681
464 -1 GUNout g 0 0 0 378.515 0 0.526897433
464 0 WLS_Slow x 73 -77.269 -154.844 12.7033 4 2.63922
464 0 WLS_Slow x 74 -75.259 -154.844 63.5163 20 2.63922
464 0 WLS_Slow x 75 -73.249 -154.844 53.9888 17 2.63922
464 0 WLS_Slow x 76 -71.239 -154.844 57.1646 18 2.63922
464 0 WLS_Slow x 77 -69.229 -154.844 12.7033 4 2.63922
464 0 WLS_Slow y 54 -115.459 -154.844 19.0549 6 2.63922
464 0 WLS_Slow y 55 -113.449 -154.844 47.6372 15 2.63922
464 0 WLS_Slow y 56 -111.439 -154.844 66.6921 21 2.63922
464 0 WLS_Slow y 57 -109.429 -154.844 41.2856 13 2.63922
464 0 Edge_Detector l 0 0 0 378.515 378.515 2.63922
467 -1 GUNout g 0 0 0 372.022 0 0.552697193
467 2 WLS_Slow x 73 -77.269 5.15608 171.494 54 2.13978
467 2 WLS_Slow x 74 -75.259 5.15608 79.3953 25 2.13978
467 2 WLS_Slow y 149 75.491 5.15608 6.35163 2 2.13978
467 2 WLS_Slow y 150 77.501 5.15608 15.8791 5 2.13978
467 2 WLS_Slow y 151 79.511 5.15608 34.9339 11 2.13978
467 2 WLS_Slow y 152 81.521 5.15608 34.9339 11 2.13978
467 2 WLS_Slow y 153 83.531 5.15608 41.2856 13 2.13978
467 2 WLS_Slow y 154 85.541 5.15608 22.2307 7 2.13978
467 2 WLS_Slow y 155 87.551 5.15608 41.2856 13 2.13978
467 2 Edge_Detector l 0 0 0 372.022 372.022 2.13978
483 -1 GUNout g 0 0 0 4624.69 0 0.598252550
483 2 WLS_Fast x 16 -191.839 8.66609 420 84 2.12548
483 2 WLS_Slow x 16 -191.839 5.15608 682.8 215 2.13267
483 2 WLS_Slow x 17 -189.829 5.15608 31.7581 10 2.13794
483 2 WLS_Slow y 88 -47.119 5.15608 73.0437 23 2.13267
483 2 WLS_Slow y 89 -45.109 5.15608 120.681 38 2.13267
483 2 WLS_Slow y 90 -43.099 5.15608 117.505 37 2.13267
483 2 WLS_Slow y 91 -41.089 5.15608 193.725 61 2.13267
483 2 WLS_Slow y 92 -39.079 5.15608 161.966 51 2.13267
483 2 WLS_Slow y 93 -37.069 5.15608 114.329 36 2.13267
483 2 WLS_Slow y 94 -35.059 5.15608 28.5823 9 2.13267
483 2 Edge_Detector l 0 0 0 1481.14 1481.14 2.13267
483 3 WLS_Fast y 94 -35.059 81.6461 310 62 1.86865
483 3 WLS_Slow x 23 -177.769 85.1561 60.3404 19 1.86422
483 3 WLS_Slow x 24 -175.759 85.1561 66.6921 21 1.86422
483 3 WLS_Slow x 25 -173.749 85.1561 53.9888 17 1.86422
483 3 WLS_Slow x 26 -171.739 85.1561 50.813 16 1.86422
483 3 WLS_Slow x 27 -169.729 85.1561 25.4065 8 1.86422
483 3 WLS_Slow y 94 -35.059 85.1561 165.142 52 1.86422
483 3 WLS_Slow y 95 -33.049 85.1561 95.2744 30 1.86422
483 3 Edge_Detector l 0 0 0 488.449 488.449 1.86422
488 -1 GUNout g 0 0 0 1243.79 0 0.412069165
488 0 WLS_Fast x 75 -73.249 -151.334 325 65 2.55258
488 0 WLS_Fast x 76 -71.239 -151.334 330 66 2.55379
488 0 WLS_Slow x 72 -79.279 -154.844 41.2856 13 2.58182
488 0 WLS_Slow x 73 -77.269 -154.844 31.7581 10 2.58182
488 0 WLS_Slow x 74 -75.259 -154.844 25.4065 8 2.58182
488 0 WLS_Slow x 75 -73.249 -154.844 19.0549 6 2.58182
488 0 WLS_Slow x 76 -71.239 -154.844 6.35163 2 2.58182
488 0 WLS_Slow y 119 15.191 -154.844 53.9888 17 2.58182
488 0 WLS_Slow y 120 17.201 -154.844 133.384 42 2.58182
488 0 WLS_Slow y 121 19.211 -154.844 6.35163 2 2.58182
488 0 Edge_Detector l 0 0 0 345.24 345.24 2.58182
488 1 WLS_Slow x 40 -143.599 -74.8439 25.4065 8 2.94192
488 1 WLS_Slow x 41 -141.589 -74.8439 88.9228 28 2.94192
488 1 WLS_Slow y 128 33.281 -74.8439 6.35163 2 2.94192
488 1 WLS_Slow y 129 35.291 -74.8439 15.8791 5 2.94192
488 1 WLS_Slow y 130 37.301 -74.8439 6.35163 2 2.94192
488 1 WLS_Slow y 131 39.311 -74.8439 22.2307 7 2.94192
488 1 WLS_Slow y 132 41.321 -74.8439 50.813 16 2.94192
488 1 WLS_Slow y 133 43.331 -74.8439 19.0549 6 2.94192
488 1 Edge_Detector l 0 0 0 243.926 243.926 2.30559
497 -1 GUNout g 0 0 0 1224.79 0 0.551235997
497 0 WLS_Slow x 3 -217.969 -154.844 22.2307 7 2.49292
497 0 WLS_Slow x 4 -215.959 -154.844 53.9888 17 2.49292
497 0 WLS_Slow x 5 -213.949 -154.844 53.9888 17 2.49292
497 0 WLS_Slow x 6 -211.939 -154.844 53.9888 17 2.49292
497 0 WLS_Slow x 7 -209.929 -154.844 76.2195 24 2.49292
497 0 WLS_Slow x 8 -207.919 -154.844 53.9888 17 2.49292
497 0 WLS_Slow y 40 -143.599 -154.844 9.52744 3 2.49292
497 0 WLS_Slow y 41 -141.589 -154.844 320.757 101 2.49292
497 0 Edge_Detector l 0 0 0 644.117 644.117 2.49292
497 3 Calorimeter l 0 0 0 33.2876 33.2876 2.61512
501 -1 GUNout g 0 0 0 895.873 0 0.811125337
501 2 WLS_Slow x 0 -223.999 5.15608 19.0549 6 2.26833
501 2 WLS_Slow x 1 -221.989 5.15608 31.7581 10 2.26833
501 2 WLS_Slow x 2 -219.979 5.15608 50.813 16 2.26833
501 2 WLS_Slow x 3 -217.969 5.15608 60.3404 19 2.26833
501 2 WLS_Slow x 4 -215.959 5.15608 38.1098 12 2.26833
501 2 WLS_Slow x 5 -213.949 5.15608 9.52744 3 2.26833
501 2 WLS_Slow y 141 59.411 5.15608 28.5823 9 2.26833
501 2 WLS_Slow y 142 61.421 5.15608 187.373 59 2.26833
501 2 WLS_Slow y 143 63.431 5.15608 12.7033 4 2.26833
501 2 Edge_Detector l 0 0 0 484.832 484.832 2.26833
512 -1 GUNout g 0 0 0 4301.63 0 0.497821204
512 0 WLS_Slow x 4 -215.959 -154.844 3.17581 1 2.52765
512 0 WLS_Slow x 5 -213.949 -154.844 53.9888 17 2.5089
512 0 WLS_Slow x 6 -211.939 -154.844 765.371 241 2.50596
512 0 WLS_Slow x 7 -209.929 -154.844 800.305 252 2.50219
512 0 WLS_Slow x 8 -207.919 -154.844 190.549 60 2.50219
512 0 WLS_Slow x 9 -205.909 -154.844 9.52744 3 2.52765
512 0 WLS_Slow x 10 -203.899 -154.844 98.4502 31 2.53425
512 0 WLS_Slow x 11 -201.889 -154.844 168.318 53 2.53425
512 0 WLS_Slow x 12 -199.879 -154.844 6.35163 2 2.53425
512 0 WLS_Slow y 128 33.281 -154.844 66.6921 21 2.50219
512 0 WLS_Slow y 129 35.291 -154.844 314.405 99 2.50219
512 0 WLS_Slow y 130 37.301 -154.844 482.724 152 2.50219
512 0 WLS_Slow y 131 39.311 -154.844 444.614 140 2.50219
512 0 WLS_Slow y 132 41.321 -154.844 352.515 111 2.50219
512 0 WLS_Slow y 133 43.331 -154.844 225.483 71 2.50219
512 0 WLS_Slow y 134 45.341 -154.844 73.0437 23 2.50219
512 0 WLS_Slow y 135 47.351 -154.844 66.6921 21 2.50219
512 0 WLS_Slow y 136 49.361 -154.844 82.5711 26 2.53425
512 0 WLS_Slow y 137 51.371 -154.844 9.52744 3 2.53425
512 0 Edge_Detector l 0 0 0 4301.63 4301.63 2.50219
516 -1 GUNout g 0 0 0 779.52 0 0.384368336
516 3 WLS_Slow x 60 -103.399 85.1561 3.17581 1 1.55701
516 3 WLS_Slow x 61 -101.389 85.1561 9.52744 3 1.55701
516 3 WLS_Slow x 62 -99.379 85.1561 12.7033 4 1.55701
516 3 WLS_Slow x 63 -97.369 85.1561 3.17581 1 1.55701
516 3 WLS_Slow y 4 -215.959 85.1561 12.7033 4 1.55701
516 3 WLS_Slow y 5 -213.949 85.1561 12.7033 4 1.55701
516 3 WLS_Slow y 6 -211.939 85.1561 15.8791 5 1.55701
516 3 Edge_Detector l 0 0 0 48.6974 48.6974 1.55701
523 -1 GUNout g 0 0 0 860.27 0 0.206953593
523 1 Calorimeter l 0 0 0 170.875 170.875 2.53698
527 -1 GUNout g 0 0 0 682.161 0 0.377336011
527 3 Calorimeter l 0 0 0 682.161 682.161 2.48243
529 -1 GUNout g 0 0 0 1812.54 0 0.752447102
529 0 WLS_Slow x 5 -213.949 -154.844 28.5823 9 3.09219
529 0 WLS_Slow x 6 -211.939 -154.844 38.1098 12 3.09219
529 0 WLS_Slow x 7 -209.929 -154.844 76.2195 24 3.09219
529 0 WLS_Slow x 8 -207.919 -154.844 60.3404 19 3.09219
529 0 WLS_Slow x 9 -205.909 -154.844 57.1646 18 3.09219
529 0 WLS_Slow x 10 -203.899 -154.844 3.17581 1 3.09219
529 0 WLS_Slow y 74 -75.259 -154.844 107.978 34 3.09219
529 0 WLS_Slow y 75 -73.249 -154.844 133.384 42 3.09219
529 0 Edge_Detector l 0 0 0 510.999 510.999 3.09219
529 2 WLS_Slow x 85 -53.149 5.15608 416.031 131 2.30249
529 2 WLS_Slow y 37 -149.629 5.15608 19.0549 6 2.30249
529 2 WLS_Slow y 38 -147.619 5.15608 41.2856 13 2.30249
529 2 WLS_Slow y 39 -145.609 5.15608 73.0437 23 2.30249
529 2 WLS_Slow y 40 -143.599 5.15608 63.5163 20 2.30249
529 2 WLS_Slow y 41 -141.589 5.15608 63.5163 20 2.30249
529 2 WLS_Slow y 42 -139.579 5.15608 57.1646 18 2.30249
529 2 WLS_Slow y 43 -137.569 5.15608 22.2307 7 2.30249
529 2 Edge_Detector l 0 0 0 790.544 790.544 2.30249
529 3 WLS_Slow x 118 13.181 85.1561 22.2307 7 2.66871
529 3 WLS_Slow x 119 15.191 85.1561 34.9339 11 2.66871
529 3 WLS_Slow x 120 17.201 85.1561 44.4614 14 2.66871
529 3 WLS_Slow x 121 19.211 85.1561 60.3404 19 2.66871
529 3 WLS_Slow x 122 21.221 85.1561 28.5823 9 2.66871
529 3 WLS_Slow x 123 23.231 85.1561 60.3404 19 2.66871
529 3 WLS_Slow x 124 25.241 85.1561 19.0549 6 2.66871
529 3 WLS_Slow y 24 -175.759 85.1561 235.01 74 2.66871
529 3 Edge_Detector l 0 0 0 510.999 510.999 2.05127
530 -1 GUNout g 0 0 0 4557.29 0 0.199210847
530 0 Calorimeter l 0 0 0 3306.19 3306.19 2.48572
531 -1 GUNout g 0 0 0 5193.34 0 0.786313016
531 0 WLS_Slow x 156 89.561 -154.844 41.2856 13 2.81357
531 0 WLS_Slow x 157 91.571 -154.844 244.538 77 2.80748
531 0 WLS_Slow x 158 93.581 -154.844 450.965 142 2.80135
531 0 WLS_Slow x 159 95.591 -154.844 549.416 173 2.80135
531 0 WLS_Slow x 160 97.601 -154.844 546.24 172 2.80135
531 0 WLS_Slow x 161 99.611 -154.844 396.977 125 2.80135
531 0 WLS_Slow x 162 101.621 -154.844 92.0986 29 2.80135
531 0 WLS_Slow y 204 186.041 -154.844 34.9339 11 2.80135
531 0 WLS_Slow y 205 188.051 -154.844 1384.65 436 2.80135
531 0 WLS_Slow y 206 190.061 -154.844 841.59 265 2.80135
531 0 WLS_Slow y 207 192.071 -154.844 73.0437 23 2.80135
531 0 Edge_Detector l 0 0 0 4590.42 4590.42 2.80135
536 -1 GUNout g 0 0 0 1484.5 0 0.156840796
536 0 WLS_Slow x 182 141.821 -154.844 133.384 42 2.25319
536 0 WLS_Slow x 183 143.831 -154.844 304.878 96 2.25319
536 0 WLS_Slow x 184 145.841 -154.844 50.813 16 2.25319
536 0 WLS_Slow y 114 5.14101 -154.844 50.813 16 2.25319
536 0 WLS_Slow y 115 7.15101 -154.844 88.9228 28 2.25319
536 0 WLS_Slow y 116 9.16101 -154.844 136.56 43 2.25319
536 0 WLS_Slow y 117 11.171 -154.844 149.263 47 2.25319
536 0 WLS_Slow y 118 13.181 -154.844 114.329 36 2.25319
536 0 WLS_Slow y 119 15.191 -154.844 6.35163 2 2.25319
536 0 Edge_Detector l 0 0 0 980.3 980.3 2.25319
536 3 Calorimeter l 0 0 0 504.199 504.199 2.42934
547 -1 GUNout g 0 0 0 793.73 0 0.558240097
547 0 Calorimeter l 0 0 0 368.669 368.669 3.06573
547 1 Calorimeter l 0 0 0 310.341 310.341 2.9583
549 -1 GUNout g 0 0 0 571.5 0 0.333782370
549 0 WLS_Slow x 186 149.861 -154.844 19.0549 6 2.89534
549 0 WLS_Slow x 187 151.871 -154.844 19.0549 6 2.88776
549 0 WLS_Slow x 188 153.881 -154.844 44.4614 14 2.88776
549 0 WLS_Slow x 189 155.891 -154.844 44.4614 14 2.88776
549 0 WLS_Slow x 190 157.901 -154.844 34.9339 11 2.88776
549 0 WLS_Slow x 191 159.911 -154.844 28.5823 9 2.88776
549 0 WLS_Slow x 192 161.921 -154.844 3.17581 1 2.88776
549 0 WLS_Slow y 37 -149.629 -154.844 41.2856 13 2.88776
549 0 WLS_Slow y 38 -147.619 -154.844 149.263 47 2.88776
549 0 Edge_Detector l 0 0 0 420.227 420.227 2.88776
549 1 WLS_Slow x 141 59.411 -74.8439 3.17581 1 2.37341
549 1 WLS_Slow x 142 61.421 -74.8439 15.8791 5 2.37341
549 1 WLS_Slow x 143 63.431 -74.8439 3.17581 1 2.37341
549 1 WLS_Slow x 144 65.441 -74.8439 15.8791 5 2.37341
549 1 WLS_Slow x 146 69.461 -74.8439 3.17581 1 2.37341
549 1 WLS_Slow y 84 -55.159 -74.8439 41.2856 13 2.37341
549 1 Edge_Detector l 0 0 0 68.9282 68.9282 2.37341
552 -1 GUNout g 0 0 0 2070.02 0 0.428403270
552 2 WLS_Fast x 103 -16.969 8.66609 40 8 1.9281
552 2 WLS_Slow x 103 -16.969 5.15608 130.208 41 1.90603
552 2 WLS_Slow x 104 -14.959 5.15608 257.241 81 1.90603
552 2 WLS_Slow x 105 -12.949 5.15608 250.889 79 1.90603
552 2 WLS_Slow x 106 -10.939 5.15608 244.538 77 1.90603
552 2 WLS_Slow x 107 -8.92899 5.15608 3.17581 1 1.90717
552 2 WLS_Slow y 216 210.161 5.15608 165.142 52 1.90603
552 2 WLS_Slow y 217 212.171 5.15608 444.614 140 1.90603
552 2 WLS_Slow y 218 214.181 5.15608 336.636 106 1.90603
552 2 WLS_Slow y 219 216.191 5.15608 22.2307 7 1.90603
552 2 WLS_Slow y 220 218.201 5.15608 3.17581 1 1.90603
552 2 Edge_Detector l 0 0 0 1787.11 1787.11 1.90603
552 3 WLS_Slow x 8 -207.919 85.1561 3.17581 1 2.63236
552 3 WLS_Slow y 210 198.101 85.1561 28.5823 9 2.63236
552 3 Edge_Detector l 0 0 0 42.2589 42.2589 1.64776
564 -1 GUNout g 0 0 0 779.049 0 0.662145562
564 0 WLS_Slow x 54 -115.459 -154.844 76.2195 24 5.19462
564 0 WLS_Slow y 189 155.891 -154.844 6.35163 2 5.19462
564 0 WLS_Slow y 190 157.901 -154.844 6.35163 2 5.19462
564 0 WLS_Slow y 191 159.911 -154.844 12.7033 4 5.19462
564 0 WLS_Slow y 192 161.921 -154.844 3.17581 1 5.19462
564 0 WLS_Slow y 193 163.931 -154.844 15.8791 5 5.19462
564 0 WLS_Slow y 194 165.941 -154.844 6.35163 2 5.19462
564 0 WLS_Slow y 195 167.951 -154.844 15.8791 5 5.19462
564 0 Edge_Detector l 0 0 0 124.207 124.207 3.679
564 1 WLS_Slow x 0 -223.999 -74.8439 3.17581 1 3.3137
564 1 WLS_Slow x 1 -221.989 -74.8439 9.52744 3 3.3137
564 1 WLS_Slow x 3 -217.969 -74.8439 3.17581 1 3.3137
564 1 WLS_Slow y 49 -125.509 -74.8439 12.7033 4 3.3137
564 1 Edge_Detector l 0 0 0 21.1738 21.1738 3.3137
564 1 Calorimeter l 0 0 0 49.9387 49.9387 3.93825
564 2 WLS_Slow x 41 -141.589 5.15608 3.17581 1 2.83994
564 2 WLS_Slow x 43 -137.569 5.15608 22.2307 7 2.83994
564 2 WLS_Slow x 44 -135.559 5.15608 15.8791 5 2.8239
564 2 WLS_Slow x 45 -133.549 5.15608 22.2307 7 2.8239
564 2 WLS_Slow x 46 -131.539 5.15608 15.8791 5 2.8239
564 2 WLS_Slow y 9 -205.909 5.15608 3.17581 1 2.8239
564 2 WLS_Slow y 10 -203.899 5.15608 53.9888 17 2.8239
564 2 WLS_Slow y 11 -201.889 5.15608 3.17581 1 2.8239
564 2 WLS_Slow y 13 -197.869 5.15608 6.35163 2 2.8239
564 2 Edge_Detector l 0 0 0 191.019 191.019 2.8239
564 2 Calorimeter l 0 0 0 10.6893 10.6893 3.87002
564 3 WLS_Slow x 134 45.341 85.1561 15.8791 5 2.06978
564 3 WLS_Slow x 135 47.351 85.1561 28.5823 9 2.06978
564 3 WLS_Slow x 136 49.361 85.1561 12.7033 4 2.06978
564 3 WLS_Slow y 64 -95.359 85.1561 6.35163 2 2.06978
564 3 WLS_Slow y 65 -93.349 85.1561 22.2307 7 2.06978
564 3 WLS_Slow y 66 -91.339 85.1561 28.5823 9 2.06978
564 3 WLS_Slow y 67 -89.329 85.1561 25.4065 8 2.06978
564 3 WLS_Slow y 68 -87.319 85.1561 6.35163 2 2.06978
564 3 Edge_Detector l 0 0 0 131.381 131.381 2.06978
564 3 Calorimeter l 0 0 0 26.057 26.057 3.77908
567 -1 GUNout g 0 0 0 935.876 0 0.397221373
567 3 WLS_Slow x 195 167.951 85.1561 127.033 40 1.66506
567 3 WLS_Slow x 196 169.961 85.1561 117.505 37 1.66506
567 3 WLS_Slow x 197 171.971 85.1561 44.4614 14 1.66506
567 3 WLS_Slow y 100 -22.999 85.1561 22.2307 7 1.66506
567 3 WLS_Slow y 101 -20.989 85.1561 60.3404 19 1.66506
567 3 WLS_Slow y 102 -18.979 85.1561 82.5711 26 1.66506
567 3 WLS_Slow y 103 -16.969 85.1561 25.4065 8 1.66506
567 3 WLS_Slow y 104 -14.959 85.1561 3.17581 1 1.66506
567 3 Edge_Detector l 0 0 0 495.737 495.737 1.66506
568 -1 GUNout g 0 0 0 761.212 0 0.590121557
568 3 WLS_Slow x 12 -199.879 85.1561 15.8791 5 1.81601
568 3 WLS_Slow x 13 -197.869 85.1561 50.813 16 1.81601
568 3 WLS_Slow x 14 -195.859 85.1561 53.9888 17 1.81601
568 3 WLS_Slow x 15 -193.849 85.1561 41.2856 13 1.81601
568 3 WLS_Slow x 16 -191.839 85.1561 47.6372 15 1.81601
568 3 WLS_Slow x 17 -189.829 85.1561 12.7033 4 1.81601
568 3 WLS_Slow y 78 -67.219 85.1561 127.033 40 1.81601
568 3 WLS_Slow y 79 -65.209 85.1561 95.2744 30 1.81601
568 3 Edge_Detector l 0 0 0 397.118 397.118 1.81601
569 -1 GUNout g 0 0 0 679.868 0 0.223350439
569 3 WLS_Slow x 49 -125.509 85.1561 12.7033 4 1.45015
569 3 WLS_Slow x 50 -123.499 85.1561 41.2856 13 1.45015
569 3 WLS_Slow x 51 -121.489 85.1561 31.7581 10 1.45015
569 3 WLS_Slow y 189 155.891 85.1561 9.52744 3 1.45015
569 3 WLS_Slow y 190 157.901 85.1561 22.2307 7 1.45015
569 3 WLS_Slow y 191 159.911 85.1561 9.52744 3 1.45015
569 3 WLS_Slow y 192 161.921 85.1561 31.7581 10 1.45015
569 3 WLS_Slow y 193 163.931 85.1561 3.17581 1 1.45015
569 3 Edge_Detector l 0 0 0 182.553 182.553 1.45015
572 -1 GUNout g 0 0 0 673.915 0 0.507442346
572 3 WLS_Slow x 16 -191.839 85.1561 282.647 89 1.73266
572 3 WLS_Slow y 134 45.341 85.1561 57.1646 18 1.73266
572 3 WLS_Slow y 135 47.351 85.1561 79.3953 25 1.73266
572 3 WLS_Slow y 136 49.361 85.1561 79.3953 25 1.73266
572 3 WLS_Slow y 137 51.371 85.1561 66.6921 21 1.73266
572 3 WLS_Slow y 138 53.381 85.1561 79.3953 25 1.73266
572 3 WLS_Slow y 139 55.391 85.1561 60.3404 19 1.73266
572 3 WLS_Slow y 140 57.401 85.1561 3.17581 1 1.73266
572 3 Edge_Detector l 0 0 0 673.914 673.914 1.73266
574 -1 GUNout g 0 0 0 478.629 0 0.512684989
574 2 WLS_Fast x 137 51.371 8.66609 45 9 2.129
577 -1 GUNout g 0 0 0 470.653 0 0.446435271
577 3 WLS_Slow x 214 206.141 85.1561 28.5823 9 1.6638
577 3 WLS_Slow x 215 208.151 85.1561 34.9339 11 1.6638
577 3 WLS_Slow x 216 210.161 85.1561 41.2856 13 1.6638
577 3 WLS_Slow x 217 212.171 85.1561 12.7033 4 1.6638
577 3 WLS_Slow y 114 5.14101 85.1561 47.6372 15 1.6638
577 3 WLS_Slow y 115 7.15101 85.1561 44.4614 14 1.6638
577 3 WLS_Slow y 116 9.16101 85.1561 31.7581 10 1.6638
577 3 Edge_Detector l 0 0 0 264.264 264.264 1.6638
579 -1 GUNout g 0 0 0 641.941 0 0.617765528
579 3 WLS_Slow x 200 178.001 85.1561 114.329 36 1.87219
579 3 WLS_Slow x 201 180.011 85.1561 15.8791 5 1.87219
579 3 WLS_Slow x 204 186.041 85.1561 38.1098 12 1.90972
579 3 WLS_Slow x 205 188.051 85.1561 60.3404 19 1.90972
579 3 WLS_Slow x 206 190.061 85.1561 44.4614 14 1.90972
579 3 WLS_Slow x 207 192.071 85.1561 28.5823 9 1.90972
579 3 WLS_Slow x 208 194.081 85.1561 3.17581 1 1.90972
579 3 WLS_Slow y 113 3.13101 85.1561 25.4065 8 1.87219
579 3 WLS_Slow y 114 5.14101 85.1561 31.7581 10 1.87219
579 3 WLS_Slow y 115 7.15101 85.1561 82.5711 26 1.87219
579 3 WLS_Slow y 116 9.16101 85.1561 123.857 39 1.87219
579 3 WLS_Slow y 117 11.171 85.1561 47.6372 15 1.87219
579 3 WLS_Slow y 118 13.181 85.1561 12.7033 4 1.87219
579 3 Edge_Detector l 0 0 0 641.941 641.941 1.87219
581 -1 GUNout g 0 0 0 663.336 0 0.827179380
581 3 WLS_Slow x 16 -191.839 85.1561 25.4065 8 2.03196
581 3 WLS_Slow x 17 -189.829 85.1561 9.52744 3 2.03196
581 3 WLS_Slow x 18 -187.819 85.1561 12.7033 4 2.03196
581 3 WLS_Slow x 19 -185.809 85.1561 22.2307 7 2.03199
581 3 WLS_Slow y 165 107.651 85.1561 12.7033 4 2.03196
581 3 WLS_Slow y 166 109.661 85.1561 44.4614 14 2.03196
581 3 WLS_Slow y 167 111.671 85.1561 19.0549 6 2.03196
581 3 Edge_Detector l 0 0 0 137.667 137.667 2.03196
592 -1 GUNout g 0 0 0 933.042 0 0.175027878
592 2 WLS_Slow x 172 121.721 5.15608 362.043 114 1.6284
592 2 WLS_Slow x 173 123.731 5.15608 57.1646 18 1.6284
592 2 WLS_Slow y 202 182.021 5.15608 12.7033 4 1.6284
592 2 WLS_Slow y 203 184.031 5.15608 44.4614 14 1.6284
592 2 WLS_Slow y 204 186.041 5.15608 76.2195 24 1.6284
592 2 WLS_Slow y 205 188.051 5.15608 95.2744 30 1.6284
592 2 WLS_Slow y 206 190.061 5.15608 88.9228 28 1.6284
592 2 WLS_Slow y 207 192.071 5.15608 47.6372 15 1.6284
592 2 WLS_Slow y 208 194.081 5.15608 15.8791 5 1.6284
592 2 Edge_Detector l 0 0 0 730.629 730.629 1.6284
592 3 WLS_Fast y 208 194.081 81.6461 15 3 1.87858
592 3 WLS_Slow x 169 115.691 85.1561 92.0986 29 1.90748
592 3 WLS_Slow y 208 194.081 85.1561 6.35163 2 1.90748
592 3 WLS_Slow y 209 196.091 85.1561 9.52744 3 1.90748
592 3 WLS_Slow y 210 198.101 85.1561 12.7033 4 1.90748
592 3 WLS_Slow y 211 200.111 85.1561 25.4065 8 1.90748
592 3 WLS_Slow y 212 202.121 85.1561 15.8791 5 1.90748
592 3 WLS_Slow y 213 204.131 85.1561 19.0549 6 1.90748
592 3 WLS_Slow y 214 206.141 85.1561 9.52744 3 1.90748
592 3 Edge_Detector l 0 0 0 183.147 183.147 1.37597
594 -1 GUNout g 0 0 0 753.558 0 0.483728080
594 2 Calorimeter l 0 0 0 260.043 260.043 2.70126
594 3 Calorimeter l 0 0 0 493.514 493.514 2.64617
598 -1 GUNout g 0 0 0 712.392 0 0.643198785
598 2 WLS_Slow x 12 -199.879 5.15608 12.7033 4 2.0278
598 2 WLS_Slow x 13 -197.869 5.15608 69.8679 22 2.0278
598 2 WLS_Slow x 14 -195.859 5.15608 63.5163 20 2.0278
598 2 WLS_Slow x 15 -193.849 5.15608 85.7469 27 2.0278
598 2 WLS_Slow x 16 -191.839 5.15608 66.6921 21 2.0278
598 2 WLS_Slow x 17 -189.829 5.15608 25.4065 8 2.0278
598 2 WLS_Slow y 201 180.011 5.15608 196.9 62 2.0278
598 2 WLS_Slow y 202 182.021 5.15608 209.604 66 2.0278
598 2 Edge_Detector l 0 0 0 712.391 712.391 2.0278
599 -1 GUNout g 0 0 0 723.399 0 0.496433027
599 1 Calorimeter l 0 0 0 95.1416 95.1416 2.60875
610 -1 GUNout g 0 0 0 463.345 0 0.472357414
610 0 WLS_Fast y 156 89.561 -158.354 40 8 2.61378
610 0 WLS_Fast y 157 91.571 -158.354 15 3 2.61354
610 1 Calorimeter l 0 0 0 244.753 244.753 3.02871
610 3 Calorimeter l 0 0 0 178.052 178.052 2.67827
613 -1 GUNout g 0 0 0 1828.83 0 0.368001858
613 1 Calorimeter l 0 0 0 1570.07 1570.07 2.7342
613 2 Calorimeter l 0 0 0 258.759 258.759 2.67341
616 -1 GUNout g 0 0 0 1064.77 0 0.264233895
