eventid layer signal axis fiberid x/y z energy intensity time
238 2 WLS_Slow x 143 63.431 5.15608 12.7033 4 2.32828
238 2 WLS_Slow x 144 65.441 5.15608 22.2307 7 2.32828
238 2 WLS_Slow x 145 67.451 5.15608 3.17581 1 2.32828
238 2 WLS_Slow y 184 145.841 5.15608 79.3953 25 2.32828
238 2 WLS_Slow y 185 147.851 5.15608 19.0549 6 2.32828
238 2 Edge_Detector l 0 0 0 167.826 167.826 2.32828
240 -1 GUNout g 0 0 0 474.276 0 0.383407455
240 0 WLS_Slow x 20 -183.799 -154.844 73.0437 23 2.50712
240 0 WLS_Slow x 21 -181.789 -154.844 66.6921 21 2.50712
240 0 WLS_Slow y 74 -75.259 -154.844 22.2307 7 2.50712
240 0 WLS_Slow y 75 -73.249 -154.844 34.9339 11 2.50712
240 0 WLS_Slow y 76 -71.239 -154.844 25.4065 8 2.50712
240 0 WLS_Slow y 77 -69.229 -154.844 34.9339 11 2.50712
240 0 WLS_Slow y 78 -67.219 -154.844 25.4065 8 2.50712
240 0 Edge_Detector l 0 0 0 266.669 266.669 2.50712
240 1 WLS_Slow x 28 -167.719 -74.8439 6.35163 2 2.19153
240 1 WLS_Slow x 29 -165.709 -74.8439 3.17581 1 2.19153
240 1 WLS_Slow x 30 -163.699 -74.8439 22.2307 7 2.19153
240 1 WLS_Slow x 31 -161.689 -74.8439 22.2307 7 2.19153
240 1 WLS_Slow x 32 -159.679 -74.8439 9.52744 3 2.19153
240 1 WLS_Slow x 33 -157.669 -74.8439 3.17581 1 2.19153
240 1 WLS_Slow y 101 -20.989 -74.8439 53.9888 17 2.19153
240 1 WLS_Slow y 102 -18.979 -74.8439 19.0549 6 2.19153
240 1 Edge_Detector l 0 0 0 117.084 117.084 2.19153
240 2 WLS_Slow x 0 -223.999 5.15608 3.17581 1 1.83513
240 2 WLS_Slow x 1 -221.989 5.15608 9.52744 3 1.83513
240 2 WLS_Slow y 85 -53.149 5.15608 22.2307 7 1.83513
240 2 WLS_Slow y 86 -51.139 5.15608 28.5823 9 1.83513
240 2 Edge_Detector l 0 0 0 90.5232 90.5232 1.83513
241 -1 GUNout g 0 0 0 461.805 0 0.194382923
241 1 WLS_Slow x 131 39.311 -74.8439 196.9 62 2.08565
241 1 WLS_Slow x 132 41.321 -74.8439 22.2307 7 2.08565
241 1 WLS_Slow y 114 5.14101 -74.8439 15.8791 5 2.08565
241 1 WLS_Slow y 115 7.15101 -74.8439 15.8791 5 2.08565
241 1 WLS_Slow y 116 9.16101 -74.8439 38.1098 12 2.08565
241 1 WLS_Slow y 117 11.171 -74.8439 47.6372 15 2.08565
241 1 WLS_Slow y 118 13.181 -74.8439 34.9339 11 2.08565
241 1 WLS_Slow y 119 15.191 -74.8439 19.0549 6 2.08565
241 1 WLS_Slow y 120 17.201 -74.8439 9.52744 3 2.08565
241 1 Edge_Detector l 0 0 0 461.805 461.805 2.08565
242 -1 GUNout g 0 0 0 427.03 0 0.710435264
242 3 WLS_Slow x 214 206.141 85.1561 34.9339 11 1.94974
242 3 WLS_Slow x 215 208.151 85.1561 95.2744 30 1.94974
242 3 WLS_Slow x 216 210.161 85.1561 44.4614 14 1.92013
242 3 WLS_Slow x 217 212.171 85.1561 3.17581 1 1.92013
242 3 WLS_Slow x 218 214.181 85.1561 15.8791 5 1.92013
242 3 WLS_Slow x 219 216.191 85.1561 12.7033 4 1.92013
242 3 WLS_Slow x 220 218.201 85.1561 15.8791 5 1.92013
242 3 WLS_Slow x 221 220.211 85.1561 3.17581 1 1.92013
242 3 WLS_Slow y 110 -2.89899 85.1561 31.7581 10 1.92013
242 3 WLS_Slow y 111 -0.888994 85.1561 69.8679 22 1.92013
242 3 WLS_Slow y 112 1.12101 85.1561 41.2856 13 1.92013
242 3 WLS_Slow y 113 3.13101 85.1561 44.4614 14 1.92013
242 3 WLS_Slow y 114 5.14101 85.1561 25.4065 8 1.94974
242 3 Edge_Detector l 0 0 0 427.03 427.03 1.92013
247 -1 GUNout g 0 0 0 528.136 0 0.504511917
247 1 WLS_Slow x 103 -16.969 -74.8439 92.0986 29 2.2535
247 1 WLS_Slow y 7 -209.929 -74.8439 9.52744 3 2.2535
247 1 WLS_Slow y 8 -207.919 -74.8439 9.52744 3 2.2535
247 1 WLS_Slow y 9 -205.909 -74.8439 22.2307 7 2.2535
247 1 WLS_Slow y 10 -203.899 -74.8439 9.52744 3 2.2535
247 1 WLS_Slow y 11 -201.889 -74.8439 12.7033 4 2.2535
247 1 WLS_Slow y 12 -199.879 -74.8439 15.8791 5 2.2535
247 1 Edge_Detector l 0 0 0 144.272 144.272 2.2535
248 -1 GUNout g 0 0 0 784.772 0 0.383363146
248 1 WLS_Fast x 222 222.221 -71.3339 190 38 2.03099
248 3 Calorimeter l 0 0 0 591.509 591.509 2.46719
250 -1 GUNout g 0 0 0 673.329 0 0.488746264
250 0 Edge_Detector l 0 0 0 1.30532 1.30532 2.45423
250 1 Calorimeter l 0 0 0 398.524 398.524 2.65848
250 2 Calorimeter l 0 0 0 273.499 273.499 2.60063
251 -1 GUNout g 0 0 0 1046.29 0 0.260532013
251 3 WLS_Slow x 165 107.651 85.1561 12.7033 4 1.43831
251 3 WLS_Slow x 166 109.661 85.1561 76.2195 24 1.43801
251 3 WLS_Slow x 167 111.671 85.1561 95.2744 30 1.43801
251 3 WLS_Slow x 168 113.681 85.1561 114.329 36 1.43801
251 3 WLS_Slow x 169 115.691 85.1561 104.802 33 1.43801
251 3 WLS_Slow x 170 117.701 85.1561 76.2195 24 1.43831
251 3 WLS_Slow x 171 119.711 85.1561 9.52744 3 1.4473
251 3 WLS_Slow y 213 204.131 85.1561 31.7581 10 1.43801
251 3 WLS_Slow y 214 206.141 85.1561 349.339 110 1.43801
251 3 WLS_Slow y 215 208.151 85.1561 47.6372 15 1.43801
251 3 Edge_Detector l 0 0 0 827.884 827.884 1.43801
261 -1 GUNout g 0 0 0 527.032 0 0.354583556
261 1 WLS_Slow x 50 -123.499 -74.8439 34.9339 11 2.19554
261 1 WLS_Slow x 51 -121.489 -74.8439 34.9339 11 2.19554
261 1 WLS_Slow y 87 -49.129 -74.8439 31.7581 10 2.19554
261 1 WLS_Slow y 88 -47.119 -74.8439 22.2307 7 2.19554
261 1 WLS_Slow y 89 -45.109 -74.8439 22.2307 7 2.19554
261 1 WLS_Slow y 90 -43.099 -74.8439 22.2307 7 2.19554
261 1 Edge_Detector l 0 0 0 161.169 161.169 2.19554
261 3 Calorimeter l 0 0 0 365.863 365.863 2.78594
265 -1 GUNout g 0 0 0 916.402 0 0.245778330
265 1 Calorimeter l 0 0 0 674.69 674.69 2.55691
265 2 Calorimeter l 0 0 0 10.2293 10.2293 2.5066
265 3 Calorimeter l 0 0 0 231.482 231.482 2.43988
272 -1 GUNout g 0 0 0 383.279 0 0.322051625
272 2 WLS_Slow x 31 -161.689 5.15608 3.17581 1 1.79243
272 2 WLS_Slow x 32 -159.679 5.15608 12.7033 4 1.79243
272 2 WLS_Slow x 33 -157.669 5.15608 22.2307 7 1.79243
272 2 WLS_Slow x 34 -155.659 5.15608 15.8791 5 1.79243
272 2 WLS_Slow x 35 -153.649 5.15608 6.35163 2 1.79243
272 2 WLS_Slow y 187 151.871 5.15608 34.9339 11 1.79243
272 2 WLS_Slow y 188 153.881 5.15608 31.7581 10 1.79243
272 2 Edge_Detector l 0 0 0 97.1955 97.1955 1.79243
283 -1 GUNout g 0 0 0 957.756 0 0.537487250
283 3 WLS_Slow x 151 79.511 85.1561 63.5163 20 1.85175
283 3 WLS_Slow x 152 81.521 85.1561 85.7469 27 1.85175
283 3 WLS_Slow x 153 83.531 85.1561 101.626 32 1.85175
283 3 WLS_Slow x 154 85.541 85.1561 76.2195 24 1.85175
283 3 WLS_Slow x 155 87.551 85.1561 19.0549 6 1.85175
283 3 WLS_Slow y 60 -103.399 85.1561 34.9339 11 1.85175
283 3 WLS_Slow y 61 -101.389 85.1561 181.021 57 1.85175
283 3 WLS_Slow y 62 -99.379 85.1561 117.505 37 1.85175
283 3 WLS_Slow y 63 -97.369 85.1561 6.35163 2 1.85175
283 3 Edge_Detector l 0 0 0 664.904 664.904 1.85175
284 -1 GUNout g 0 0 0 1113.75 0 0.566106131
284 0 WLS_Fast y 126 29.261 -158.354 140 28 2.7766
284 1 WLS_Slow x 87 -49.129 -74.8439 12.7033 4 2.43252
284 1 WLS_Slow x 88 -47.119 -74.8439 158.791 50 2.43252
284 1 WLS_Slow y 152 81.521 -74.8439 25.4065 8 2.43252
284 1 WLS_Slow y 153 83.531 -74.8439 22.2307 7 2.43252
284 1 WLS_Slow y 154 85.541 -74.8439 12.7033 4 2.43252
284 1 WLS_Slow y 155 87.551 -74.8439 38.1098 12 2.43252
284 1 WLS_Slow y 156 89.561 -74.8439 34.9339 11 2.43252
284 1 WLS_Slow y 157 91.571 -74.8439 6.35163 2 2.43252
284 1 Edge_Detector l 0 0 0 300.355 300.355 2.43252
284 3 Calorimeter l 0 0 0 724.216 724.216 2.83431
290 -1 GUNout g 0 0 0 346.953 0 0.520451526
290 3 WLS_Slow x 162 101.621 85.1561 34.9339 11 1.84972
290 3 WLS_Slow x 163 103.631 85.1561 44.4614 14 1.84972
290 3 WLS_Slow x 164 105.641 85.1561 3.17581 1 1.84972
290 3 WLS_Slow y 93 -37.069 85.1561 6.35163 2 1.84972
290 3 WLS_Slow y 94 -35.059 85.1561 34.9339 11 1.84972
290 3 WLS_Slow y 95 -33.049 85.1561 22.2307 7 1.84972
290 3 WLS_Slow y 96 -31.039 85.1561 15.8791 5 1.84972
290 3 WLS_Slow y 97 -29.029 85.1561 6.35163 2 1.84972
290 3 Edge_Detector l 0 0 0 201.355 201.355 1.84972
295 -1 GUNout g 0 0 0 407.199 0 0.361748609
295 3 Calorimeter l 0 0 0 407.199 407.199 2.34241
301 -1 GUNout g 0 0 0 713.145 0 0.800433612
301 2 WLS_Fast y 6 -211.939 1.64609 70 14 2.31262
301 2 WLS_Slow x 31 -161.689 5.15608 47.6372 15 2.22739
301 2 WLS_Slow x 32 -159.679 5.15608 41.2856 13 2.22739
301 2 WLS_Slow x 33 -157.669 5.15608 57.1646 18 2.22739
301 2 WLS_Slow x 34 -155.659 5.15608 63.5163 20 2.22739
301 2 WLS_Slow x 35 -153.649 5.15608 63.5163 20 2.22739
301 2 WLS_Slow x 36 -151.639 5.15608 25.4065 8 2.22739
301 2 WLS_Slow x 37 -149.629 5.15608 15.8791 5 2.35756
301 2 WLS_Slow x 38 -147.619 5.15608 3.17581 1 2.35756
301 2 WLS_Slow y 0 -223.999 5.15608 6.35163 2 2.35756
301 2 WLS_Slow y 1 -221.989 5.15608 38.1098 12 2.35756
301 2 WLS_Slow y 2 -219.979 5.15608 41.2856 13 2.35756
301 2 WLS_Slow y 10 -203.899 5.15608 6.35163 2 2.27463
301 2 WLS_Slow y 12 -199.879 5.15608 6.35163 2 2.27463
301 2 WLS_Slow y 13 -197.869 5.15608 3.17581 1 2.27463
301 2 WLS_Slow y 18 -187.819 5.15608 158.791 50 2.22739
301 2 WLS_Slow y 19 -185.809 5.15608 69.8679 22 2.22739
301 2 Edge_Detector l 0 0 0 654.777 654.777 2.22739
308 -1 GUNout g 0 0 0 867.664 0 0.794696127
308 1 WLS_Slow x 27 -169.729 -74.8439 3.17581 1 2.53277
308 1 WLS_Slow x 28 -167.719 -74.8439 19.0549 6 2.53273
308 1 WLS_Slow x 29 -165.709 -74.8439 22.2307 7 2.53273
308 1 WLS_Slow x 30 -163.699 -74.8439 19.0549 6 2.53273
308 1 WLS_Slow x 31 -161.689 -74.8439 15.8791 5 2.53273
308 1 WLS_Slow x 32 -159.679 -74.8439 9.52744 3 2.53277
308 1 WLS_Slow y 184 145.841 -74.8439 76.2195 24 2.53273
308 1 WLS_Slow y 185 147.851 -74.8439 19.0549 6 2.53273
308 1 Edge_Detector l 0 0 0 168.271 168.271 2.53273
325 -1 GUNout g 0 0 0 842.355 0 0.719359155
325 0 WLS_Slow x 218 214.181 -154.844 25.4065 8 2.71318
325 0 WLS_Slow x 219 216.191 -154.844 190.549 60 2.71318
325 0 WLS_Slow x 220 218.201 -154.844 120.681 38 2.71318
325 0 WLS_Slow y 133 43.331 -154.844 31.7581 10 2.71318
325 0 WLS_Slow y 134 45.341 -154.844 41.2856 13 2.71318
325 0 WLS_Slow y 135 47.351 -154.844 69.8679 22 2.71318
325 0 WLS_Slow y 136 49.361 -154.844 57.1646 18 2.71318
325 0 WLS_Slow y 137 51.371 -154.844 25.4065 8 2.71318
325 0 Edge_Detector l 0 0 0 557.665 557.665 2.71318
325 1 WLS_Slow x 183 143.831 -74.8439 6.35163 2 3.51039
325 1 WLS_Slow x 184 145.841 -74.8439 9.52744 3 3.51039
325 1 WLS_Slow x 185 147.851 -74.8439 44.4614 14 3.51039
325 1 WLS_Slow x 186 149.861 -74.8439 38.1098 12 3.51039
325 1 WLS_Slow x 187 151.871 -74.8439 31.7581 10 3.51039
325 1 WLS_Slow x 188 153.881 -74.8439 12.7033 4 3.51039
325 1 WLS_Slow y 27 -169.729 -74.8439 3.17581 1 3.51039
325 1 WLS_Slow y 28 -167.719 -74.8439 117.505 37 3.51039
325 1 Edge_Detector l 0 0 0 284.69 284.69 2.45728
340 -1 GUNout g 0 0 0 369.734 0 0.386074525
340 3 WLS_Slow x 135 47.351 85.1561 19.0549 6 1.70132
340 3 WLS_Slow x 136 49.361 85.1561 82.5711 26 1.70132
340 3 WLS_Slow x 137 51.371 85.1561 98.4502 31 1.70132
340 3 WLS_Slow x 138 53.381 85.1561 38.1098 12 1.70132
340 3 WLS_Slow y 169 115.691 85.1561 3.17581 1 1.70132
340 3 WLS_Slow y 170 117.701 85.1561 50.813 16 1.70132
340 3 WLS_Slow y 171 119.711 85.1561 79.3953 25 1.70132
340 3 WLS_Slow y 172 121.721 85.1561 28.5823 9 1.70132
340 3 WLS_Slow y 173 123.731 85.1561 12.7033 4 1.70132
340 3 Edge_Detector l 0 0 0 369.734 369.734 1.70132
344 -1 GUNout g 0 0 0 2547.14 0 0.447626820
344 2 Calorimeter l 0 0 0 2547.14 2547.14 2.72519
354 -1 GUNout g 0 0 0 784.267 0 0.773421878
354 2 Calorimeter l 0 0 0 784.267 784.267 2.94178
355 -1 GUNout g 0 0 0 766.494 0 0.859603948
355 0 WLS_Slow x 30 -163.699 -154.844 9.52744 3 2.74896
355 0 WLS_Slow x 31 -161.689 -154.844 254.065 80 2.74884
355 0 WLS_Slow x 32 -159.679 -154.844 146.087 46 2.74896
355 0 WLS_Slow y 219 216.191 -154.844 28.5823 9 2.74884
355 0 WLS_Slow y 220 218.201 -154.844 76.2195 24 2.74884
355 0 WLS_Slow y 221 220.211 -154.844 69.8679 22 2.74884
355 0 WLS_Slow y 222 222.221 -154.844 66.6921 21 2.74884
355 0 Edge_Detector l 0 0 0 766.494 766.494 2.74884
357 -1 GUNout g 0 0 0 422.325 0 0.465143678
357 2 WLS_Slow x 132 41.321 5.15608 9.52744 3 2.04488
357 2 WLS_Slow x 133 43.331 5.15608 9.52744 3 2.04488
357 2 WLS_Slow x 134 45.341 5.15608 6.35163 2 2.04488
357 2 WLS_Slow y 154 85.541 5.15608 19.0549 6 2.04488
357 2 WLS_Slow y 155 87.551 5.15608 6.35163 2 2.04488
357 2 WLS_Slow y 156 89.561 5.15608 6.35163 2 2.04488
357 2 WLS_Slow y 157 91.571 5.15608 6.35163 2 2.04488
357 2 Edge_Detector l 0 0 0 59.6239 59.6239 2.04488
366 -1 GUNout g 0 0 0 523.062 0 0.647067044
366 0 Calorimeter l 0 0 0 46.255 46.255 3.00132
376 -1 GUNout g 0 0 0 628.714 0 0.673824454
376 2 WLS_Fast y 133 43.331 1.64609 340 68 2.17668
376 2 WLS_Slow x 208 194.081 5.15608 9.52744 3 2.17522
376 2 WLS_Slow x 209 196.091 5.15608 9.52744 3 2.17522
376 2 WLS_Slow x 210 198.101 5.15608 15.8791 5 2.17522
376 2 WLS_Slow x 211 200.111 5.15608 15.8791 5 2.17522
376 2 WLS_Slow x 212 202.121 5.15608 9.52744 3 2.17522
376 2 WLS_Slow x 213 204.131 5.15608 6.35163 2 2.1823
376 2 WLS_Slow y 133 43.331 5.15608 73.0437 23 2.17522
376 2 WLS_Slow y 134 45.341 5.15608 19.0549 6 2.17522
376 2 Edge_Detector l 0 0 0 201.224 201.224 2.17522
377 -1 GUNout g 0 0 0 563.868 0 0.253217679
377 0 WLS_Slow x 132 41.321 -154.844 133.384 42 2.31241
377 0 WLS_Slow x 133 43.331 -154.844 146.087 46 2.2932
377 0 WLS_Slow x 134 45.341 -154.844 38.1098 12 2.29497
377 0 WLS_Slow y 200 178.001 -154.844 19.0549 6 2.2932
377 0 WLS_Slow y 201 180.011 -154.844 38.1098 12 2.2932
377 0 WLS_Slow y 202 182.021 -154.844 47.6372 15 2.2932
377 0 WLS_Slow y 203 184.031 -154.844 47.6372 15 2.2932
377 0 WLS_Slow y 204 186.041 -154.844 73.0437 23 2.2932
377 0 WLS_Slow y 205 188.051 -154.844 63.5163 20 2.2932
377 0 WLS_Slow y 206 190.061 -154.844 38.1098 12 2.2932
377 0 WLS_Slow y 207 192.071 -154.844 31.7581 10 2.31241
377 0 WLS_Slow y 208 194.081 -154.844 3.17581 1 2.31241
377 0 Edge_Detector l 0 0 0 563.868 563.868 2.2932
378 -1 GUNout g 0 0 0 701.825 0 0.580185395
378 1 Calorimeter l 0 0 0 701.825 701.825 2.86115
380 -1 GUNout g 0 0 0 357.826 0 0.485772203
380 2 WLS_Slow x 43 -137.569 5.15608 9.52744 3 2.66932
380 2 WLS_Slow x 44 -135.559 5.15608 88.9228 28 2.6677
380 2 WLS_Slow y 176 129.761 5.15608 6.35163 2 2.6677
380 2 WLS_Slow y 177 131.771 5.15608 12.7033 4 2.6677
380 2 WLS_Slow y 178 133.781 5.15608 9.52744 3 2.6677
380 2 WLS_Slow y 179 135.791 5.15608 22.2307 7 2.6677
380 2 WLS_Slow y 180 137.801 5.15608 34.9339 11 2.6677
380 2 WLS_Slow y 181 139.811 5.15608 15.8791 5 2.6677
380 2 WLS_Slow y 182 141.821 5.15608 3.17581 1 2.6677
380 2 Edge_Detector l 0 0 0 196.79 196.79 2.6677
380 3 WLS_Slow x 168 113.681 85.1561 6.35163 2 1.79575
380 3 WLS_Slow x 170 117.701 85.1561 3.17581 1 1.76359
380 3 WLS_Slow x 171 119.711 85.1561 31.7581 10 1.76359
380 3 WLS_Slow x 172 121.721 85.1561 15.8791 5 1.76359
380 3 WLS_Slow x 173 123.731 85.1561 25.4065 8 1.76359
380 3 WLS_Slow x 174 125.741 85.1561 12.7033 4 1.76359
380 3 WLS_Slow y 166 109.661 85.1561 19.0549 6 1.76359
380 3 WLS_Slow y 167 111.671 85.1561 53.9888 17 1.76359
380 3 WLS_Slow y 168 113.681 85.1561 25.4065 8 1.76359
380 3 Edge_Detector l 0 0 0 161.035 161.035 1.76359
381 -1 GUNout g 0 0 0 661.757 0 0.009160600
381 3 Calorimeter l 0 0 0 661.757 661.757 2.16019
382 -1 GUNout g 0 0 0 306.545 0 0.670490528
382 3 WLS_Slow x 38 -147.619 85.1561 136.56 43 1.95227
382 3 WLS_Slow y 85 -53.149 85.1561 9.52744 3 1.95227
382 3 WLS_Slow y 86 -51.139 85.1561 22.2307 7 1.95227
382 3 WLS_Slow y 87 -49.129 85.1561 47.6372 15 1.95227
382 3 WLS_Slow y 88 -47.119 85.1561 22.2307 7 1.95227
382 3 WLS_Slow y 89 -45.109 85.1561 28.5823 9 1.95227
382 3 WLS_Slow y 90 -43.099 85.1561 22.2307 7 1.95227
382 3 WLS_Slow y 91 -41.089 85.1561 3.17581 1 1.95227
382 3 Edge_Detector l 0 0 0 306.545 306.545 1.95227
388 -1 GUNout g 0 0 0 924.167 0 0.912714754
388 0 WLS_Slow x 198 173.981 -154.844 3.17581 1 2.9772
388 0 WLS_Slow x 199 175.991 -154.844 12.7033 4 2.9772
388 0 WLS_Slow x 200 178.001 -154.844 12.7033 4 2.97714
388 0 WLS_Slow x 201 180.011 -154.844 22.2307 7 2.97714
388 0 WLS_Slow x 202 182.021 -154.844 25.4065 8 2.97714
388 0 WLS_Slow x 203 184.031 -154.844 12.7033 4 2.97714
388 0 WLS_Slow x 204 186.041 -154.844 6.35163 2 2.9772
388 0 WLS_Slow y 119 15.191 -154.844 85.7469 27 2.97714
388 0 Edge_Detector l 0 0 0 230.018 230.018 2.97714
391 -1 GUNout g 0 0 0 601.538 0 0.271798001
391 3 WLS_Slow x 216 210.161 85.1561 38.1098 12 1.48468
391 3 WLS_Slow x 217 212.171 85.1561 92.0986 29 1.47554
391 3 WLS_Slow x 218 214.181 85.1561 136.56 43 1.47554
391 3 WLS_Slow x 219 216.191 85.1561 22.2307 7 1.47554
391 3 WLS_Slow y 114 5.14101 85.1561 6.35163 2 1.47554
391 3 WLS_Slow y 115 7.15101 85.1561 38.1098 12 1.47554
391 3 WLS_Slow y 116 9.16101 85.1561 95.2744 30 1.47554
391 3 WLS_Slow y 117 11.171 85.1561 76.2195 24 1.47554
391 3 WLS_Slow y 118 13.181 85.1561 88.9228 28 1.47554
391 3 WLS_Slow y 119 15.191 85.1561 31.7581 10 1.47554
391 3 Edge_Detector l 0 0 0 601.538 601.538 1.47554
392 -1 GUNout g 0 0 0 1354.38 0 0.502007550
392 2 WLS_Slow x 22 -179.779 5.15608 3.17581 1 2.00241
392 2 WLS_Slow x 23 -177.769 5.15608 142.912 45 2.00086
392 2 WLS_Slow x 24 -175.759 5.15608 130.208 41 2.00086
392 2 WLS_Slow x 25 -173.749 5.15608 177.846 56 2.00086
392 2 WLS_Slow x 26 -171.739 5.15608 95.2744 30 2.00086
392 2 WLS_Slow y 155 87.551 5.15608 12.7033 4 2.02923
392 2 WLS_Slow y 156 89.561 5.15608 9.52744 3 2.02923
392 2 WLS_Slow y 158 93.581 5.15608 60.3404 19 2.00086
392 2 WLS_Slow y 159 95.591 5.15608 228.659 72 2.00086
392 2 WLS_Slow y 160 97.601 5.15608 190.549 60 2.00086
392 2 WLS_Slow y 161 99.611 5.15608 12.7033 4 2.00086
392 2 Edge_Detector l 0 0 0 1027.49 1027.49 2.00086
394 -1 GUNout g 0 0 0 3167.12 0 0.702436284
394 0 WLS_Fast x 222 222.221 -151.334 190 38 3.26059
394 2 WLS_Fast y 102 -18.979 1.64609 20 4 2.19961
394 2 WLS_Fast y 103 -16.969 1.64609 870 174 2.19175
394 2 WLS_Slow x 213 204.131 5.15608 6.35163 2 2.1902
394 2 WLS_Slow x 214 206.141 5.15608 38.1098 12 2.1902
394 2 WLS_Slow x 215 208.151 5.15608 28.5823 9 2.18917
394 2 WLS_Slow x 216 210.161 5.15608 76.2195 24 2.18917
394 2 WLS_Slow x 217 212.171 5.15608 38.1098 12 2.18917
394 2 WLS_Slow x 218 214.181 5.15608 34.9339 11 2.18917
394 2 WLS_Slow x 219 216.191 5.15608 22.2307 7 2.1902
394 2 WLS_Slow y 103 -16.969 5.15608 193.725 61 2.18917
394 2 Edge_Detector l 0 0 0 486.601 486.601 2.18917
402 -1 GUNout g 0 0 0 586.047 0 0.621348555
402 1 WLS_Slow x 37 -149.629 -74.8439 19.0549 6 2.38255
402 1 WLS_Slow x 38 -147.619 -74.8439 69.8679 22 2.38255
402 1 WLS_Slow x 39 -145.609 -74.8439 63.5163 20 2.38255
402 1 WLS_Slow x 40 -143.599 -74.8439 73.0437 23 2.38255
402 1 WLS_Slow x 41 -141.589 -74.8439 6.35163 2 2.38255
402 1 WLS_Slow y 39 -145.609 -74.8439 3.17581 1 2.38255
402 1 WLS_Slow y 40 -143.599 -74.8439 85.7469 27 2.38255
402 1 WLS_Slow y 41 -141.589 -74.8439 104.802 33 2.38255
402 1 WLS_Slow y 42 -139.579 -74.8439 66.6921 21 2.38255
402 1 Edge_Detector l 0 0 0 586.046 586.046 2.38255
408 -1 GUNout g 0 0 0 625.496 0 0.741757819
408 1 WLS_Fast y 134 45.341 -78.3539 40 8 2.64955
408 1 Calorimeter l 0 0 0 571.447 571.447 3.15416
418 -1 GUNout g 0 0 0 472.797 0 0.372478096
418 1 WLS_Slow x 215 208.151 -74.8439 12.7033 4 2.10314
418 1 WLS_Slow x 216 210.161 -74.8439 31.7581 10 2.10314
418 1 WLS_Slow x 217 212.171 -74.8439 60.3404 19 2.09339
418 1 WLS_Slow x 218 214.181 -74.8439 69.8679 22 2.09339
418 1 WLS_Slow x 219 216.191 -74.8439 82.5711 26 2.09339
418 1 WLS_Slow x 220 218.201 -74.8439 22.2307 7 2.09339
418 1 WLS_Slow y 76 -71.239 -74.8439 12.7033 4 2.09339
418 1 WLS_Slow y 77 -69.229 -74.8439 19.0549 6 2.09339
418 1 WLS_Slow y 78 -67.219 -74.8439 146.087 46 2.09339
418 1 WLS_Slow y 79 -65.209 -74.8439 69.8679 22 2.09339
418 1 Edge_Detector l 0 0 0 472.797 472.797 2.09339
420 -1 GUNout g 0 0 0 454.127 0 0.553948393
420 2 WLS_Slow x 8 -207.919 5.15608 3.17581 1 1.88098
420 2 WLS_Slow y 12 -199.879 5.15608 3.17581 1 1.88098
420 2 WLS_Slow y 13 -197.869 5.15608 3.17581 1 1.88098
420 2 WLS_Slow y 14 -195.859 5.15608 6.35163 2 1.88098
420 2 WLS_Slow y 15 -193.849 5.15608 9.52744 3 1.88098
420 2 WLS_Slow y 16 -191.839 5.15608 6.35163 2 1.88098
420 2 Edge_Detector l 0 0 0 33.8728 33.8728 1.88098
421 -1 GUNout g 0 0 0 612.53 0 0.424232618
421 0 WLS_Fast y 196 169.961 -158.354 205 41 2.44901
421 0 WLS_Fast y 197 171.971 -158.354 215 43 2.45375
421 0 WLS_Slow x 49 -125.509 -154.844 6.35163 2 2.44874
421 0 WLS_Slow x 50 -123.499 -154.844 6.35163 2 2.44874
421 0 WLS_Slow x 51 -121.489 -154.844 6.35163 2 2.44874
421 0 WLS_Slow x 52 -119.479 -154.844 9.52744 3 2.44874
421 0 WLS_Slow x 53 -117.469 -154.844 3.17581 1 2.44874
421 0 WLS_Slow x 54 -115.459 -154.844 6.35163 2 2.44874
421 0 WLS_Slow y 196 169.961 -154.844 34.9339 11 2.44874
421 0 Edge_Detector l 0 0 0 81.5 81.5 2.44874
422 -1 GUNout g 0 0 0 996.395 0 0.468110994
422 3 WLS_Fast y 39 -145.609 81.6461 360 72 1.67645
422 3 WLS_Fast y 40 -143.599 81.6461 355 71 1.6824
433 -1 GUNout g 0 0 0 828.023 0 0.775094859
433 0 Calorimeter l 0 0 0 405.828 405.828 3.38253
433 3 Calorimeter l 0 0 0 422.195 422.195 2.94768
440 -1 GUNout g 0 0 0 349.705 0 0.649766469
440 3 WLS_Slow x 135 47.351 85.1561 158.791 50 2.00262
440 3 WLS_Slow y 125 27.251 85.1561 9.52744 3 2.00262
440 3 WLS_Slow y 126 29.261 85.1561 31.7581 10 2.00262
440 3 WLS_Slow y 127 31.271 85.1561 50.813 16 2.00262
440 3 WLS_Slow y 128 33.281 85.1561 50.813 16 2.00262
440 3 WLS_Slow y 129 35.291 85.1561 41.2856 13 2.00262
440 3 WLS_Slow y 130 37.301 85.1561 28.5823 9 2.00262
440 3 WLS_Slow y 131 39.311 85.1561 9.52744 3 2.00262
440 3 Edge_Detector l 0 0 0 349.705 349.705 2.00262
443 -1 GUNout g 0 0 0 1141.04 0 0.492848956
443 2 Calorimeter l 0 0 0 266.857 266.857 2.66604
456 -1 GUNout g 0 0 0 1344.91 0 0.302744136
456 0 Calorimeter l 0 0 0 964.775 964.775 2.69771
457 -1 GUNout g 0 0 0 1908.32 0 0.589379937
457 0 WLS_Slow x 175 127.751 -154.844 22.2307 7 2.75154
